Année,FINESS,Raison sociale,Commune,Statut Juridique,Région
2013,260006838,260006838 - UNITE AUTODIAL AGDUC - PROMPSAULT,VALENCE,Privé non lucratif,82 - Rhône-Alpes
2013,260010012,260010012 - USLD CHS LE VALMONT MONTÉLEGER,MONTELEGER,Public,82 - Rhône-Alpes
2013,260010418,260010418 - AUTODIALYSE DU C.H DE VALENCE (AURAL),VALENCE,Privé non lucratif,82 - Rhône-Alpes
2013,260012760,260012760 - AUTODIALYSE  C.H MONTELIMAR (AURAL),MONTELIMAR,Privé non lucratif,82 - Rhône-Alpes
2013,260013388,260013388 - SERVICE HOSPITALISATION A DOMICILE,ROMANS-SUR-ISERE,Privé non lucratif,82 - Rhône-Alpes
2013,260016993,260016993 - UNITE AUTODIAL AGDUC - PIERRELATTE,PIERRELATTE,Privé non lucratif,82 - Rhône-Alpes
2013,260017454,260017454 - CTRE READAPTATION CARDIORESPIRATOIRE,DIEULEFIT,Privé non lucratif,82 - Rhône-Alpes
2013,270000045,270000045 - CH BERNAY,BERNAY,Public,23 - Haute-Normandie
2013,270000326,270000326 - CLINIQUE CHIRURGICALE PASTEUR EVREUX,EVREUX,Privé lucratif,23 - Haute-Normandie
2013,270000342,270000342 - Clinique la Lovière,LOUVIERS,Privé lucratif,23 - Haute-Normandie
2013,270000359,270000359 - CH EVREUX CHI EURE-SEINE,EVREUX,Public,23 - Haute-Normandie
2013,270000367,270000367 - CH GISORS,GISORS,Public,23 - Haute-Normandie
2013,270000391,270000391 - EHPAD LOUVIERS CHI ELBEUF,LOUVIERS,Public,23 - Haute-Normandie
2013,270000417,270000417 - L'HOSTREA - UGECAM de NORMANDIE,NOYERS,Privé non lucratif,23 - Haute-Normandie
2013,270000425,270000425 - CH PONT-AUDEMER,PONT-AUDEMER,Public,23 - Haute-Normandie
2013,270000433,270000433 - Clinique Le Vallon,SAINT-OUEN-DU-TILLEUL,Privé lucratif,23 - Haute-Normandie
2013,270000441,270000441 - CH VERNEUIL-SUR-AVRE,VERNEUIL-SUR-AVRE,Public,23 - Haute-Normandie
2013,270000458,270000458 - CH VERNON CHI EURE-SEINE,VERNON,Public,23 - Haute-Normandie
2013,270000474,270000474 - HL SAINT-JACQUES LES ANDELYS,LES ANDELYS,Public,23 - Haute-Normandie
2013,270000482,270000482 - CH PIERRE HURABIELLE BOURG-ACHARD,BOURG-ACHARD,Public,23 - Haute-Normandie
2013,270000516,270000516 - HL LE NEUBOURG,LE NEUBOURG,Public,23 - Haute-Normandie
2013,270000532,270000532 - CH PACY-SUR-EURE,PACY-SUR-EURE,Public,23 - Haute-Normandie
2013,270000573,270000573 - NOUVEL HOPITAL DE NAVARRE,EVREUX,Public,23 - Haute-Normandie
2013,270000862,270000862 - CLINIQUE BERGOUIGNAN,EVREUX,Privé lucratif,23 - Haute-Normandie
2013,270000870,270000870 - Clinique Les Bruyeres,BROSVILLE,Privé lucratif,23 - Haute-Normandie
2013,270000896,270000896 - CMPR LADAPT ST ANDRE DE L'EURE,SAINT-ANDRE-DE-L'EURE,Privé non lucratif,23 - Haute-Normandie
2013,270000912,270000912 - HOPITAL LA  MUSSE ST SEBASTIEN/MORSENT,SAINT-SEBASTIEN-DE-MORSENT,Privé non lucratif,23 - Haute-Normandie
2013,270003924,270003924 - CENTRE SSR MARTOT CHI ELBEUF,MARTOT,Public,23 - Haute-Normandie
2013,270016058,270016058 - HAD EURE SEINE,EVREUX,Privé non lucratif,23 - Haute-Normandie
2013,270017338,270017338 - UNITE AUTODIALYSE ASSISTEE ASS ANIDER,LOUVIERS,Privé non lucratif,23 - Haute-Normandie
2013,270017379,270017379 - UNITE AUTODIALYSE ASSISTEE ASS ANIDER,THIBERVILLE,Privé non lucratif,23 - Haute-Normandie
2013,270017429,270017429 - UNITE AUTODIALYSE ASSISTEE ASS ANIDER,SAINT-MARCEL,Privé non lucratif,23 - Haute-Normandie
2013,270017478,270017478 - UNITE AUTODIALYSE ASSISTEE ASS ANIDER,EVREUX,Privé non lucratif,23 - Haute-Normandie
2013,270019649,270019649 - HAD DE BERNAY ET DE PONT-AUDEMER,PONT-AUDEMER,Privé non lucratif,23 - Haute-Normandie
2013,270021439,270021439 - CENTRE DE RADIOTHERAPIE D'EVREUX,EVREUX,Privé lucratif,23 - Haute-Normandie
2013,270025984,270025984 - CLINIQUE DE LA MARE Ô DANS,LES DAMPS,Privé lucratif,23 - Haute-Normandie
2013,280000035,280000035 - Clinique Le Clos Du Roy,DREUX,Privé lucratif,24 - Centre
2013,280000043,280000043 - CH CHARTRES - HÔTEL DIEU,CHARTRES,Public,24 - Centre
2013,280000050,280000050 - CH BONNEVAL,BONNEVAL,Public,24 - Centre
2013,280000084,280000084 - CH DREUX,DREUX,Public,24 - Centre
2013,280000100,280000100 - CH DE LA LOUPE,LA LOUPE,Public,24 - Centre
2013,280000159,280000159 - CLINIQUE -NOTRE DAME DU BON SECOURS-,CHARTRES,Privé lucratif,24 - Centre
2013,280000266,280000266 - CENTRE DE READAPTATION FONCTIONNELLE,BLANDAINVILLE,Privé non lucratif,24 - Centre
2013,280000431,280000431 - CLINIQUE CARDIOLOGIQUE,GASVILLE-OISEME,Privé lucratif,24 - Centre
2013,280000449,280000449 - CLINIQUE -MAISON BLANCHE-,VERNOUILLET,Privé lucratif,24 - Centre
2013,280000662,280000662 - CH CHATEAUDUN,CHATEAUDUN,Public,24 - Centre
2013,280000696,280000696 - CH CHARTRES - VAL DE L'EURE,CHARTRES,Public,24 - Centre
2013,280001678,280001678 - SERVICE HOSPITALISATION A DOMICILE,CHARTRES,Privé non lucratif,24 - Centre
2013,280003898,280003898 - HAD CHATEAUDUN,JALLANS,Privé non lucratif,24 - Centre
2013,280003948,280003948 - HAD  NOGENT LE ROTROU SPHERIA,NOGENT-LE-ROTROU,Privé non lucratif,24 - Centre
2013,280006594,280006594 - A.I.R.B.P. IRC NOGENT-LE-ROTROU,NOGENT-LE-ROTROU,Privé non lucratif,24 - Centre
2013,280007121,280007121 - COREL - CISEL,CHARTRES,Privé lucratif,24 - Centre
2013,280502741,280502741 - AUTODIALYSE ET DIALYSE A DOMICILE,CHARTRES,Privé non lucratif,24 - Centre
2013,280502998,280502998 - CH NOGENT LE ROTROU - NOUVEL HÔPITAL,NOGENT-LE-ROTROU,Public,24 - Centre
2013,280503848,280503848 - UNITE DIALYSE MEDICALISEE& AUTODIALYSE,VERNOUILLET,Privé non lucratif,24 - Centre
2013,280504267,280504267 - CH CHARTRES LOUIS PASTEUR-LE COUDRAY,LE COUDRAY,Public,24 - Centre
2013,280504309,280504309 - CENTRE D'AUTODIALYSE -A.I.R.B.P.-,CHATEAUDUN,Privé non lucratif,24 - Centre
2013,280504689,280504689 - CTRE HEMODIAL. -MAISON BLANCHE-,VERNOUILLET,Privé lucratif,24 - Centre
2013,280505223,280505223 - CL. CONV. SPEC. DIABETOLOGIE NUTRITION,JALLANS,Privé lucratif,24 - Centre
2013,280505264,280505264 - MAISON DE CONVALESCENCE -LA BOISSIERE-,NOGENT-LE-PHAYE,Privé lucratif,24 - Centre
2013,280505777,280505777 - NOUVELLE CLINIQUE -SAINT FRANCOIS-,MAINVILLIERS,Privé lucratif,24 - Centre
2013,280506015,280506015 - CTRE ACTION LIBERATION MAL.ETHYLIQUES,ILLIERS-COMBRAY,Privé lucratif,24 - Centre
2013,290000025,290000025 - CHIC  - QUIMPER -,QUIMPER,Public,53 - Bretagne
2013,290000033,290000033 - C.H. DES PAYS DE MORLAIX,MORLAIX,Public,53 - Bretagne
2013,290000058,290000058 - CHRU HOPITAL MORVAN,BREST,Public,53 - Bretagne
2013,290000066,290000066 - CENTRE HOSPITALIER CONCARNEAU,CONCARNEAU,Public,53 - Bretagne
2013,290000140,290000140 - Clinique PASTEUR-LANROZE,BREST,Privé lucratif,53 - Bretagne
2013,290000165,290000165 - CLINIQUE DE L'ELORN,LANDERNEAU,Privé lucratif,53 - Bretagne
2013,290000173,290000173 - CH FERDINAND GRALL LANDERNEAU,LANDERNEAU,Public,53 - Bretagne
2013,290000181,290000181 - CENTRE HOSPITALIER DOUARNENEZ,DOUARNENEZ,Public,53 - Bretagne
2013,290000207,290000207 - CLINIQUE ST MICHEL ET STE ANNE,QUIMPER,Privé lucratif,53 - Bretagne
2013,290000215,290000215 - POLYCLINIQUE QUIMPER SUD,QUIMPER,Privé lucratif,53 - Bretagne
2013,290000256,290000256 - CENTRE HOSPITALIER DE CARHAIX,CARHAIX-PLOUGUER,Public,53 - Bretagne
2013,290000272,290000272 - CENTRE HOSPITALIER CROZON,CROZON,Public,53 - Bretagne
2013,290000322,290000322 - CENTRE HOSPITALIER LESNEVEN,LESNEVEN,Public,53 - Bretagne
2013,290000363,290000363 - SAS CLINEA,CHATEAULIN,Privé lucratif,53 - Bretagne
2013,290000371,290000371 - Clinique Les Glénan,BENODET,Privé lucratif,53 - Bretagne
2013,290000389,290000389 - CENTRE HOSPITALIER LANMEUR,LANMEUR,Public,53 - Bretagne
2013,290000413,290000413 - MAISON ST JOSEPH - SOINS DE SUITE ET DE READAPTATI,QUIMPERLE,Privé non lucratif,53 - Bretagne
2013,290000553,290000553 - CENTRE MEDICAL -LE GUERVENAN-,PLOUGONVEN,Public,53 - Bretagne
2013,290000686,290000686 - CENTRE DE SOINS DE SUITE DE KERAMPIR,BOHARS,Privé non lucratif,53 - Bretagne
2013,290000728,290000728 - HIA CLERMONT-TONNERRE,BREST,Public,53 - Bretagne
2013,290000736,290000736 - CLINIQUE DE L'IROISE,BOHARS,Privé lucratif,53 - Bretagne
2013,290000744,290000744 - CLINIQUE DE PEN AN DALAR,GUIPAVAS,Privé lucratif,53 - Bretagne
2013,290000785,290000785 - HOTEL DIEU DE PONT-L'ABBE,PONT-L'ABBE,Privé non lucratif,53 - Bretagne
2013,290000793,290000793 - CENTRE REEDUCATION FONCT. POUR ENFANTS,BREST,Privé non lucratif,53 - Bretagne
2013,290000819,290000819 - CLINIQUE KERLENA,ROSCOFF,Privé lucratif,53 - Bretagne
2013,290000827,290000827 - SOINS DE SUITE ET DE READAPTATION SPECIALISES ET POLYVALENTS ENFANTS ET ADULTRES,BREST,Privé non lucratif,53 - Bretagne
2013,290000850,290000850 - STE BRESTOISE REIN ARTIFICIEL,BREST,Privé lucratif,53 - Bretagne
2013,290000918,290000918 - ETAB PUBLIC SANTE MENTALE GOURMELEN,QUIMPER,Public,53 - Bretagne
2013,290000934,290000934 - C.H DE QUIMPERLE SITE LA VILLENEUVE,QUIMPERLE,Public,53 - Bretagne
2013,290000975,290000975 - CENTRE DE PERHARIDY,ROSCOFF,Privé non lucratif,53 - Bretagne
2013,290000983,290000983 - CENTRE DE PERHARIDY - SITE SAINT-LUC,ROSCOFF,Privé non lucratif,53 - Bretagne
2013,290001015,290001015 - CENTRE HOSPITALIER ST RENAN,SAINT-RENAN,Public,53 - Bretagne
2013,290002344,290002344 - CENTRE DE SOINS DE SUITE JEAN TANGUY,SAINT-YVI,Privé non lucratif,53 - Bretagne
2013,290003953,290003953 - Centre de rééducation fonctionnelle de Tréboul,DOUARNENEZ,Privé lucratif,53 - Bretagne
2013,290003995,290003995 - HOPITAL de KERGLANCHARD,QUIMPERLE,Public,53 - Bretagne
2013,290004142,290004142 - SA KERAUDREN - GRAND LARGE,BREST,Privé lucratif,53 - Bretagne
2013,290004324,290004324 - CHRU HOPITAL CAVALE BLANCHE,BREST,Public,53 - Bretagne
2013,290004340,290004340 - HOP. DE BOHARS (ANN.CHU BREST),BOHARS,Public,53 - Bretagne
2013,290004365,290004365 - CENTRE DE CURE MED.& CONVALESC.,GUILERS,Public,53 - Bretagne
2013,290005131,290005131 - CENTRE DE DIALYSE DE PL-LES-MORLAIX,PLOURIN-LES-MORLAIX,Privé non lucratif,53 - Bretagne
2013,290005172,290005172 - AUTODIALYSE BREST- HERMITAGE 1-,BREST,Privé non lucratif,53 - Bretagne
2013,290005230,290005230 - AUTODIALYSE DOUARNENEZ,DOUARNENEZ,Privé non lucratif,53 - Bretagne
2013,290005826,290005826 - CTRE MOYEN SEJOUR LAENNEC,QUIMPER,Public,53 - Bretagne
2013,290008291,290008291 - USLD CH DE MORLAIX,MORLAIX,Public,53 - Bretagne
2013,290008853,290008853 - CTRE DE LONG SEJOUR - CH DOUARNENEZ,DOUARNENEZ,Public,53 - Bretagne
2013,290014687,290014687 - CTRE DE LONG SEJOUR - CH QUIMPERLE,QUIMPERLE,Public,53 - Bretagne
2013,290016286,290016286 - CTRE ENTRAINEMENT ET DE REPLI QUIMPER,QUIMPER,Privé non lucratif,53 - Bretagne
2013,290016294,290016294 - CENTRE D'ENTRAINEMENT ET REPLI BREST,BREST,Privé non lucratif,53 - Bretagne
2013,290017599,290017599 - CTRE LONG SEJOUR CONCARNEAU - CHIC,CONCARNEAU,Public,53 - Bretagne
2013,290017920,290017920 - CTRE DE LONG SEJOUR-HOTEL DIEU,PONT-L'ABBE,Privé non lucratif,53 - Bretagne
2013,290017946,290017946 - CTRE LONG SEJOUR BOHARS - CHRU BREST,BOHARS,Public,53 - Bretagne
2013,290018548,290018548 - AUTODIALYSE DE BREST -QUESTEL-,BREST,Privé non lucratif,53 - Bretagne
2013,290018555,290018555 - AUTODIALYSE MORLAIX,MORLAIX,Privé non lucratif,53 - Bretagne
2013,290018563,290018563 - AUTODIALYSE QUIMPER -PERROS-,QUIMPER,Privé non lucratif,53 - Bretagne
2013,290019777,290019777 - SA KERAUDREN-GRAND LARGE,BREST,Privé lucratif,53 - Bretagne
2013,290020841,290020841 - USLD TREOUGUY - PONT L'ABBE,PONT-L'ABBE,Public,53 - Bretagne
2013,290021070,290021070 - AUTODIALYSE CONCARNEAU,CONCARNEAU,Privé non lucratif,53 - Bretagne
2013,290023431,290023431 - CTRE MEDICO-CHIR. BAIE MORLAIX,MORLAIX,Privé lucratif,53 - Bretagne
2013,290023605,290023605 - USLD CH MORLAIX SITE DE PLOUGONVEN,PLOUGONVEN,Public,53 - Bretagne
2013,290023779,290023779 - CENTRE DE DIALYSE DE CARHAIX,CARHAIX-PLOUGUER,Privé non lucratif,53 - Bretagne
2013,290023787,290023787 - AUTODIALYSE LANDIVISIAU,LANDIVISIAU,Privé non lucratif,53 - Bretagne
2013,290023795,290023795 - AUTODIALYSE LE FAOU,LE FAOU,Privé non lucratif,53 - Bretagne
2013,290023811,290023811 - AUTODIALYSE CARHAIX,CARHAIX-PLOUGUER,Privé non lucratif,53 - Bretagne
2013,290024025,290024025 - AUTODIALYSE BREST -HERMITAGE 2-,BREST,Privé non lucratif,53 - Bretagne
2013,290024462,290024462 - RESIDENCE DE KERFILY - EPMS GOURMELEN,QUIMPER,Public,53 - Bretagne
2013,290024579,290024579 - CTRE ENTRAINEMENT/REPLI PL-LES-MORLAIX,PLOURIN-LES-MORLAIX,Privé non lucratif,53 - Bretagne
2013,290025113,290025113 - LONG SEJOUR TY CREAC'H - CHIC QUIMPER,QUIMPER,Public,53 - Bretagne
2013,290025147,290025147 - LONG SEJOUR TY GLAZIK - CHIC QUIMPER,QUIMPER,Public,53 - Bretagne
2013,290025337,290025337 - AUTODIALYSE PLONEOUR LANVERN,PLONEOUR-LANVERN,Privé non lucratif,53 - Bretagne
2013,290028539,290028539 - AUTODIALYSE LANDERNEAU,LANDERNEAU,Privé non lucratif,53 - Bretagne
2013,290029669,290029669 - CENTRE DE DIALYSE DE QUIMPER,QUIMPER,Privé non lucratif,53 - Bretagne
2013,290029982,290029982 - SMUR SITE CH DOUARNENEZ - CHIC,DOUARNENEZ,Public,53 - Bretagne
2013,290030808,290030808 - AUTODIALYSE CROZON,CROZON,Privé non lucratif,53 - Bretagne
2013,290031541,290031541 - UNITE D'AUTODIALYSE DE QUIMPERLE,MELLAC,Privé non lucratif,53 - Bretagne
2013,290032028,290032028 - UDM DE BREST,BREST,Privé non lucratif,53 - Bretagne
2013,290032655,290032655 - UDM DE MELLAC,MELLAC,Privé non lucratif,53 - Bretagne
2013,290032713,290032713 - UDM DE QUIMPER,QUIMPER,Privé non lucratif,53 - Bretagne
2013,290032838,290032838 - HAD DES PAYS DE MORLAIX,SAINT-MARTIN-DES-CHAMPS,Privé non lucratif,53 - Bretagne
2013,290033679,290033679 - HAD DU PAYS DE CARHAIX - AUB,CARHAIX-PLOUGUER,Privé non lucratif,53 - Bretagne
2013,2A0000022,2A0000022 - CH ND LA MISERICORDE,AJACCIO,Public,94 - Corse
2013,2A0000030,2A0000030 - C.R.F. ET MAISON DE REPOS DU FINOSELLO,AJACCIO,Privé lucratif,94 - Corse
2013,2A0000097,2A0000097 - POLYCLINIQUE DU GOLFE,AJACCIO,Privé lucratif,94 - Corse
2013,2A0000139,2A0000139 - CLINISUD,AJACCIO,Privé lucratif,94 - Corse
2013,2A0000154,2A0000154 - POLYCLINIQUE DU SUD DE LA CORSE,PORTO-VECCHIO,Privé lucratif,94 - Corse
2013,2A0000212,2A0000212 - HOPITAL LOCAL DE BONIFACIO,BONIFACIO,Public,94 - Corse
2013,2A0000261,2A0000261 - CENTRE REPOS ET CONVALESCENCE ILE DE BEAUTE,SARROLA-CARCOPINO,Privé lucratif,94 - Corse
2013,2A0000287,2A0000287 - CENTRE HOSPITALIER DE CASTELLUCCIO,AJACCIO,Public,94 - Corse
2013,2A0001988,2A0001988 - HAD AJACCIO ET GRAND AJACCIO,AJACCIO,Privé non lucratif,94 - Corse
2013,2A0002051,2A0002051 - CRF MOLINI,AJACCIO,Privé lucratif,94 - Corse
2013,2A0002614,2A0002614 - HOPITAL LOCAL DE SARTENE,SARTENE,Public,94 - Corse
2013,2A0003125,2A0003125 - ANTENNE DU SMUR  SARTENE,SARTENE,Public,94 - Corse
2013,2A0003133,2A0003133 - ANTENNE DU SMUR PORTO VECCHIO,PORTO-VECCHIO,Public,94 - Corse
2013,2A0003141,2A0003141 - ANTENNE DU SMUR  BONIFACIO,BONIFACIO,Public,94 - Corse
2013,2A0003174,2A0003174 - CENTRE D'AUTO-DIALYSE,AJACCIO,Privé non lucratif,94 - Corse
2013,2A0022554,2A0022554 - MAIS.CONVAL.ET REGIME VALICELLI,OCANA,Privé lucratif,94 - Corse
2013,2A0023271,2A0023271 - USLD D' AJACCIO,AJACCIO,Public,94 - Corse
2013,2B0000012,2B0000012 - CENTRE HOSPITALIER DE BASTIA,BASTIA,Public,94 - Corse
2013,2B0000038,2B0000038 - CH CORTE,CORTE,Public,94 - Corse
2013,2B0000079,2B0000079 - CLINIQUE DR FILIPPI,BASTIA,Privé lucratif,94 - Corse
2013,2B0000145,2B0000145 - POLYCLINIQUE -LA RESIDENCE- MAYMARD,BASTIA,Privé lucratif,94 - Corse
2013,2B0000160,2B0000160 - CLINIQUE SAINT ANTOINE,BASTIA,Privé lucratif,94 - Corse
2013,2B0000392,2B0000392 - POLYCLINIQUE DE FURIANI,FURIANI,Privé lucratif,94 - Corse
2013,2B0000400,2B0000400 - MAISON DE CONVALES LA PALMOLA,OLETTA,Privé lucratif,94 - Corse
2013,2B0001739,2B0001739 - HOSPITALISATION A DOMICILE DE CORSE,BASTIA,Privé non lucratif,94 - Corse
2013,2B0003016,2B0003016 - CLINIQUE DU CAP,LURI,Privé lucratif,94 - Corse
2013,2B0003289,2B0003289 - HAD CENTRE RAOUL FRANCOIS MAYMARD,BASTIA,Privé lucratif,94 - Corse
2013,2B0003420,2B0003420 - ANTENNE MEDICALE DE CALVI,CALVI,Public,94 - Corse
2013,2B0003917,2B0003917 - CENTRE JOUR -VILLA SAN ORNELLO-,BORGO,Privé lucratif,94 - Corse
2013,2B0004071,2B0004071 - UNITE D'AUTODIALYSE DE CORTE,CORTE,Privé non lucratif,94 - Corse
2013,2B0004089,2B0004089 - USLD CENTRE HOSPITALIER BASTIA,BASTIA,Public,94 - Corse
2013,2B0004113,2B0004113 - CLINIQUE -SAN ORNELLO-,BORGO,Privé lucratif,94 - Corse
2013,2B0004212,2B0004212 - UNITE D'AUTODIALYSE  L'ILE ROUSSE,L'ILE-ROUSSE,Privé non lucratif,94 - Corse
2013,2B0004584,2B0004584 - UNITE D'AUTODIALYSE DE CATERAGGIO,ALERIA,Privé lucratif,94 - Corse
2013,2B0004907,2B0004907 - ANTENNE SMUR DE CORTE,CORTE,Public,94 - Corse
2013,2B0005359,2B0005359 - CH CALVI,CALVI,Public,94 - Corse
2013,2B0005409,2B0005409 - ANTENNE SMUR GHISONACCIA,GHISONACCIA,Public,94 - Corse
2013,300000023,300000023 - CENTRE HOSPITALIER ALES-CEVENNES,ALES,Public,91 - Languedoc-Roussillon
2013,300000031,300000031 - CENTRE HOSPITALIER LOUIS PASTEUR,BAGNOLS-SUR-CEZE,Public,91 - Languedoc-Roussillon
2013,300000056,300000056 - CENTRE HOSPITALIER PONT SAINT ESPRIT,PONT-SAINT-ESPRIT,Public,91 - Languedoc-Roussillon
2013,300000064,300000064 - CENTRE HOSPITALIER UZES,UZES,Public,91 - Languedoc-Roussillon
2013,300000072,300000072 - CENTRE HOSPITALIER DU VIGAN,LE VIGAN,Public,91 - Languedoc-Roussillon
2013,300000080,300000080 - CENTRE HOSPITALIER LE MAS CAREIRON,UZES,Public,91 - Languedoc-Roussillon
2013,300000296,300000296 - ASSOCIATION ESCALIERES,NIMES,Privé non lucratif,91 - Languedoc-Roussillon
2013,300000478,300000478 - CENTRE HOSPITALIER LES CHATAIGNIERS,PONTEILS-ET-BRESIS,Public,91 - Languedoc-Roussillon
2013,300002128,300002128 - ASS.VICTIMES MALADIES TROPICALES,BAGNOLS-SUR-CEZE,Privé non lucratif,91 - Languedoc-Roussillon
2013,300002169,300002169 - CENTRE DE CONVALESCENCE LES CADIERES,SAINT-PRIVAT-DES-VIEUX,Privé non lucratif,91 - Languedoc-Roussillon
2013,300002508,300002508 - CENTRE CHIR. AMBU. DES HAUTS D'AVIGNON,LES ANGLES,Privé lucratif,91 - Languedoc-Roussillon
2013,300002805,300002805 - CENTRE RAYMOND RUFFI CHU NIMES,NIMES,Public,91 - Languedoc-Roussillon
2013,300003308,300003308 - UNITE DEPARTEMENTALE HOSPIT. PSY,NIMES,Public,91 - Languedoc-Roussillon
2013,300007119,300007119 - AIDER D'ALES,ALES,Privé non lucratif,91 - Languedoc-Roussillon
2013,300007168,300007168 - AIDER,BAGNOLS-SUR-CEZE,Privé non lucratif,91 - Languedoc-Roussillon
2013,300008588,300008588 - GARDIALYSE NIMES,NIMES,Privé lucratif,91 - Languedoc-Roussillon
2013,300008638,300008638 - GARDIALYSE BAGNOLS-SUR-CEZE,BAGNOLS-SUR-CEZE,Privé lucratif,91 - Languedoc-Roussillon
2013,300010964,300010964 - SELARL ONCORADIO,NIMES,Privé lucratif,91 - Languedoc-Roussillon
2013,300012309,300012309 - HAD de Nîmes,NIMES,Privé non lucratif,91 - Languedoc-Roussillon
2013,300012481,300012481 - USLD RÉSIDENCE DES CIGALES,SAINT-CHRISTOL-LES-ALES,Public,91 - Languedoc-Roussillon
2013,300012499,300012499 - USLD LA ROSE DES VENTS,ALES,Public,91 - Languedoc-Roussillon
2013,300013745,300013745 - HAD APARD ALES,ALES,Privé non lucratif,91 - Languedoc-Roussillon
2013,300013778,300013778 - HAD 3G SANTE NÎMES,NIMES,Privé lucratif,91 - Languedoc-Roussillon
2013,300013786,300013786 - HAD CHU DE NÎMES  ALES,NIMES,Public,91 - Languedoc-Roussillon
2013,300014040,300014040 - GCS Centre de Rééducation du Gard Rhodanien,BAGNOLS-SUR-CEZE,Privé non lucratif,91 - Languedoc-Roussillon
2013,300780111,300780111 - MAISON DE SANTE LA POMAREDE,LES SALLES-DU-GARDON,Privé non lucratif,91 - Languedoc-Roussillon
2013,300780137,300780137 - NOUVELLE CLINIQUE BONNEFON,ALES,Privé lucratif,91 - Languedoc-Roussillon
2013,300780152,300780152 - HOPITAL PRIVE LES FRANCISCAINES,NIMES,Privé lucratif,91 - Languedoc-Roussillon
2013,300780210,300780210 - CLINIQUE BELLERIVE,VILLENEUVE-LES-AVIGNON,Privé lucratif,91 - Languedoc-Roussillon
2013,300780228,300780228 - POLYCLINIQUE LA GARAUD,BAGNOLS-SUR-CEZE,Privé lucratif,91 - Languedoc-Roussillon
2013,300780244,300780244 - CLINIQUE DU PONT DU GARD,REMOULINS,Privé lucratif,91 - Languedoc-Roussillon
2013,300780251,300780251 - CLINIQUE NEURO-PSYCHIATRIQUE QUISSAC,QUISSAC,Privé lucratif,91 - Languedoc-Roussillon
2013,300780269,300780269 - CLINIQUE LES SOPHORAS,NIMES,Privé lucratif,91 - Languedoc-Roussillon
2013,300780285,300780285 - SAS Polyclinique Kenval site de VALDEGOUR,NIMES,Privé lucratif,91 - Languedoc-Roussillon
2013,300780384,300780384 - CENTRE PROTECTION INFANTILE MONTAURY,NIMES,Privé non lucratif,91 - Languedoc-Roussillon
2013,300780400,300780400 - CTRE TRAITEMENT MALADIES RESPIRATOIRES,NOTRE-DAME-DE-LA-ROUVIERE,Privé non lucratif,91 - Languedoc-Roussillon
2013,300780442,300780442 - CSSR LES CHATAIGNIERS,MOLIERES-CAVAILLAC,Privé non lucratif,91 - Languedoc-Roussillon
2013,300780475,300780475 - CENTRE DE S.S.R LES JARDINS,ANDUZE,Privé non lucratif,91 - Languedoc-Roussillon
2013,300780491,300780491 - CLINIQUE LES OLIVIERS,GALLARGUES-LE-MONTUEUX,Privé lucratif,91 - Languedoc-Roussillon
2013,300780764,300780764 - CENTRE DE POST-CURE DU PEYRON,NIMES,Privé non lucratif,91 - Languedoc-Roussillon
2013,300781424,300781424 - SAS CLINIQUE DU MONT DUPLAN,NIMES,Privé lucratif,91 - Languedoc-Roussillon
2013,300781440,300781440 - MAISON CONVALESCENCE DOMAINE DU CROS,QUISSAC,Privé lucratif,91 - Languedoc-Roussillon
2013,300781465,300781465 - POLYCLINIQUE KENVAL,NIMES,Privé lucratif,91 - Languedoc-Roussillon
2013,300782117,300782117 - GROUPE HOSPITALIER CAREMEAU CHU NIMES,NIMES,Public,91 - Languedoc-Roussillon
2013,300782125,300782125 - CTRE SOINS PERSON.AGEES SERRE-CAVALIER,NIMES,Public,91 - Languedoc-Roussillon
2013,300782141,300782141 - CENTRE MEDICAL GRAU-DU-ROI CHU NIMES,LE GRAU-DU-ROI,Public,91 - Languedoc-Roussillon
2013,300786274,300786274 - INSTITUT REINSERTION DES AVEUGLES,NIMES,Privé non lucratif,91 - Languedoc-Roussillon
2013,300786787,300786787 - C.M.P.I. DU VIGAN,LE VIGAN,Privé non lucratif,91 - Languedoc-Roussillon
